College,Prefix,Number,Title,ND,EI,IC,FQ,SI,AD,DD,ER,WF,WD,WI,EX,CE,Description,Rating
CAMD,MUSC,2311,Topics in American Music,0,0,1,0,0,0,0,0,0,0,1,0,0,"Explores the musical heritage of the United States through a range of instructor-selected case studies. Offers students an opportunity to learn to identify various styles of music and relate them to larger discourses on a range of topics, i.e., democracy, cultural pluralism, identity, and other themes in American musical life. Uses weekly instructor lectures, readings of both primary and secondary texts, listening/viewing of multimedia, peer discussion and feedback, and hands-on exercises to analyze and explore the varied role of music in American life.",3
CAMD,MUSC,2312,Topics in Western Art Music,0,0,1,0,0,0,0,0,0,0,1,0,0,"Examines how musical culture works in, and in relation to, the Western art music canon. Explores music selected from the Middle Ages to the present to consider musical structure, style, and performance together with the conditions that shape them, approaches to analyzing and interpreting them, and questions of how music is meaningful within a given time and place. Topics change from semester to semester and may center on such themes as a genre (e.g., the symphony); a historical or style period (e.g., music between the world wars); a set of musicians (e.g., women composers); or an issue or concept (e.g., fantasy).",1
CAMD,MUSC,2313,Topics in Global Music Cultures,0,0,1,0,0,0,1,0,0,0,1,0,0,"Explores a selection of musical traditions in order to gain an appreciation of musical diversity in terms of aesthetics and meanings. Interrogates the concept of “world music”/""global music"" as a way of sustaining binaries between the West and “the rest.” Studies the historical, political, economic, social, and aesthetic contexts of varied musical practices to offer students an opportunity to learn how music both reflects and shapes its cultural setting. Through varied pedagogical techniques, presents an informed and critical understanding of music as a meaningful form of human expression.",5
CAMD,MUSC,2320,"40,000 Years of Music Technology",0,0,0,0,1,0,0,1,0,0,1,0,0,"Surveys the relationship between music and technology from the Paleolithic Age to the present. Examines the origins and impact of diverse musical instruments, with attention to connections between musical and technological developments; the reasons instruments are accepted, modified, or abandoned; and debates about the effects of new technologies on music. Considers such forces as standardization, institutionalization, and commodification, as well as experimentation, hacker, and DIY cultures. Asks whether music technologies are “just tools” or rather carry with them ethical values and ramifications. By studying the sociocultural history of such instruments as the violin, piano, electric guitar and synthesizer, offers students an opportunity to gain an understanding of the interplay between technological change and the enduring human need for music.",2
CAMD,MUSC,2330,Musical Communities of Boston,0,0,0,0,1,0,1,0,0,0,1,0,0,"Combines ethnomusicology and experiential learning by exploring the diverse communities of Boston and their music. Since 17th-century encounters between the Wampanoag Nation and English Puritans, Boston has been characterized by intercultural contact and exchange. Discusses the history and legacies of such encounters, as well as present-day issues of diversity and belonging in Boston. Focuses on how communities reinforce their own cultural bonds through music and discusses alliances formed through shared experiences of diasporic, exilic, refugee, immigrant, and minority status. Through interdisciplinary, ethnographic analysis and practice, offers students an opportunity to explore how these inherently intersectional social dynamics—which engage issues of race, gender, class, ethnicity, etc.—play out through collective and individual musical practices.",5
CAMD,MUSC,2331,Topics in Musical Communities,0,0,1,0,0,0,0,0,0,0,0,0,0,"Introduces students to diverse local communities of the surrounding area through texts and media, in-class workshops with local musicians and arts workers, experiential activities, and students’ own semester-long research projects. Explores a range of musical practices and intersecting issues, which might include music and urban spatial politics; music and gentrification; music, immigration, and diaspora; etc. Offers students an opportunity to engage with music through experiential learning activities, which might include soundwalks, conducting interviews, attending performances, or documenting music through photographs and audio recordings.",4
CAMD,MUSC,2336,The Festival Experience,0,0,0,0,1,0,0,0,0,0,0,1,0,"Examines the ways in which music festivals shape and are shaped by the human desire to gather and celebrate. Through texts, guest lectures, class discussions, festival attendance (as ethnographic researchers), and service-learning alongside festival professionals, offers students an opportunity to learn how organizers make artistic, financial, and administrative decisions to deliver a unique festival experience. Explores the significance, widespread presence, and complex impacts of music festivals. Topics include how festivals shape musical life; what needs and desires festivals meet for producers and attendees; how festivals impact local communities and the natural environment; who defines the social, cultural, economic, and aesthetic values of the festival experience; and what festivals reveal about our history, present circumstances, and future potential.",3
CAMD,MUSC,2340,"Divas, DJs, and Double Standards",0,0,0,0,1,0,1,0,0,0,1,0,0,"Examines the significance of gender to the experience of and access to participation in music making, listening, the music industries, and cultural recognition. Surveys how gender differences have been constructed, enacted, and contested in historical and contemporary musical cultures and develops critical lenses for analyzing musical representations of gender difference and their social impact. Considers how gender intersects with racial and sexual identities in music and its institutional structures. Uses case studies drawn from a variety of contexts, such as classical (Bizet’s “Carmen”), popular (Beyoncé), film (“Star Wars”), and avant-garde (Yoko Ono).",2
CAMD,MUSC,2350,Acoustics and Psychoacoustics of Music,1,0,0,0,0,0,0,0,0,0,0,0,0,"Introduces students from a variety of disciplines to the fundamentals of sonic production, transmission, and reception. Topics include impedance, refraction and diffraction, wave mechanics, frequency spectrum, and resonance. Applies core concepts to the understanding of the acoustics of musical instruments and loudspeakers. Explores basic auditory psychophysics. Offers students an opportunity to investigate real-life applications in the domains of music, sonic art, sound design, instrumental design, and recording.",3
CAMD,MUSC,2351,"Music, Sound, and the Screen",0,1,1,0,0,0,0,0,0,0,0,0,0,"Examines the function of music and sound design in contemporary visual media: how they are used in relation to images, and how they work with images to generate meaning and shape experience. Topics include film, television, video games, and the internet; and intermedial forms such as title sequences, trailers, music videos, and commercials.",3
CAMD,MUSC,2420,Music Composition Seminar 1,0,1,1,0,0,0,0,0,0,0,0,0,0,Exposes students to the basic methods of music composition. Analyzes examples from music literature to gain an understanding of the methods employed; students complete several compositions of their own.,5
CAMD,MUSC,3300,Music Perception and Cognition,1,0,0,0,0,1,0,0,0,0,0,0,0,"Offers an overview of the perceptual, cognitive, and brain bases of performing, composing, and listening to music for enjoyment and for human benefit. Topics include acoustics and biological processing of sound; theories and empirical research on pitch, rhythm, harmony, melody, timbre, orchestration; similarities and differences between music and language; evolution and development of musical ability; and special populations in musical functions. Includes laboratory demonstrations and exercises in experiment design and data analysis. Requires a final project (paper and in-class presentation). Offers students an opportunity to learn how to design and conduct their own research study in music perception and cognition.",5
CAMD,MUSC,3352,Sounding Human,0,0,1,0,0,0,0,0,0,0,1,0,0,"Explores how people have used music to answer the question of what it means to be human and how boundaries between the human and nonhuman (animal, machine, angel, alien, etc.) have been inscribed, dissolved, and reconfigured by means of music. Examines historically how certain musical traits have served as signifiers of humanity, while others have signified nonhumanity. Studies musicians who deliberately present themselves or their work as nonhuman as a means to critique limited conceptions of mankind. Develops historical, critical, and ethical perspectives on what it means to be human by focusing on contexts where music has played a role in testing and contesting conventional wisdom (including colonial encounters, technological changes, scientific studies, and science fiction).",2
CAMD,MUSC,3353,Music and the Racial Imagination,0,0,0,0,1,0,1,0,0,0,1,0,0,"Addresses the history of the concept of race, taken as a cultural construct and a lived reality, long used to justify social, economic, and political inequality. Examines the relationship between musical sound and processes of racialization, addressing this relationship through a series of select historical and contemporary case studies, alongside grounding texts drawn from critical race studies, gender and sexuality studies, and ethnomusicology and popular music studies. Explores how the construction and everyday lived experience of race influenced music production, performance, reception, and analysis and how categories of race have been represented and questioned through the sonic and embodied acts of performers.",4
CAMD,MUSC,3354,Sound and the Sacred,0,0,1,0,0,0,1,0,0,0,1,0,0,"Considers the ways in which religious beliefs, ethics, meaning, and practices are embodied within music and what music contributes to faith identities in a variety of religio-cultural contexts, both present-day and historical. Music plays important roles in religious contexts: Among other things, it connects worshippers to spiritual realms; centers practitioners within continuous traditions; distinguishes between sacred and secular spaces (and places); enables communal cohesion; facilitates transcendent experiences; imbues everyday activities with religious intent; orients believers to ritual practices; and contributes to religious identities, both at the individual and at the collective (or congregational) levels. Approaches the study of music and religion as one that benefits from intense attentional investment, using detailed scholarly works to provide intricately nuanced perspectives.",3
CAMD,MUSC,3360,Ethnography and the Arts,0,0,0,0,1,1,0,0,0,0,1,0,0,"Considers what ethnography might teach us about creative industries, what it contributes to marketplace research and decision making, and how it informs creative practice. Ethnography uses participant/observation and other methods of collecting qualitative data to research specific social groups and their cultures. Asks for what purposes ethnographic methods are best suited and how ethnography might contribute to cross-cultural understanding, arts leadership, and creative practice. Covers what unique methodological issues ethnographic research in the arts might pose. Offers students an opportunity to develop and practice their own research skills, designing and conducting self-defined ethnographic research.",5
CAMD,MUSC,4510,Music and the Brain Research,1,0,0,0,0,1,0,0,0,0,0,0,1,"Offers an overview of the perceptual, cognitive, and neural bases of performing, composing, and listening to music. Topics include acoustics and biological processing of sound; theories and empirical research on pitch, rhythm, harmony, melody, timbre, orchestration; similarities and differences between music and language; evolution and development of musical ability; and special populations in musical functions. Meetings include laboratory demonstrations and exercises in experiment design and data analysis.",1
CAMD,MUSC,4651,Music Research Capstone,0,0,0,0,0,0,0,0,0,0,1,0,1,"Offers students an opportunity to complete an original research-based project on a musical topic. Organized around a shared theme such as music and entertainment, music and globalization, or music and creativity. Includes seminar-style discussions of readings that introduce students to the state of knowledge on the theme, in addition to a range of research methods and conceptual frameworks. Guides students through the research process from the formulation of questions through finding and interpreting sources, developing arguments, and crafting the presentation of results in oral and written form. Students also have the opportunity to integrate research with multimedia, performance, and/or other creative components.",4
CAMD,MUSC,6300,Music Perception and Cognition Research,1,0,0,0,0,1,0,0,0,0,0,0,0,"Offers an overview of the perceptual, cognitive, and brain bases of performing, composing, and listening to music for enjoyment and for human benefit. Studies how and why music stimulates our senses and how it can promote health and well-being. Topics include theories and empirical research on pitch, rhythm, harmony, melody, timbre; music and language; development of musical ability; and special populations in musical functions. Meetings include demonstrations and exercises in experiment design and data analysis. Requires an in-depth research project (paper and in-class presentation), in consultation with the instructor. By the end of this course, students should be able to design and conduct their own research study in music perception and cognition.",3
CAMD,MUSI,2101,Demo Production for Songwriters,0,1,0,0,0,0,0,0,0,0,0,0,0,"Offers students an opportunity to learn the necessary techniques to utilize current Musical Instrument Digital Interface (MIDI) and audio technology in the production of professional-quality song demos, including intermediate to advanced skills and concepts of MIDI, synthesis, multitrack recording, mixing, and sound processing. Covers musical approaches to the effective assembly and arranging of sound materials using professional digital audio workstations (DAWs). Focuses on techniques to import and export both MIDI and audio data to greater facilitate collaboration within the virtual classroom as well as using external collaborators (across a variety of DAWs and platforms). Songwriting skills are also critiqued.",2
CAMD,MUSI,2231,Music Licensing for Media,0,1,0,0,0,0,0,0,0,0,0,0,0,"Examines a variety of music usages in film, advertisements, TV shows, and other media types or venues that require music licensing. Offers students an opportunity to examine licenses and agreements in an effort to enable them to customize boilerplate forms to reflect accurately the needed licenses with any and all customized terms. Stresses teamwork, defining roles within a team, and assertiveness in an effort to enable students to function at their highest level for the demanding team-based final project. The final project stresses resourcefulness, meeting deadlines, creative excellence, along with open and sustained communication between the production side and the creative side.",5
CAMD,MUSI,2234,Festivals,0,1,0,0,0,0,0,0,0,0,0,0,0,"Examines the multiple ways in which festivals affect musical life. Analyzes festivals both as music communities concentrated into limited temporal and geographic frames as well as social and cultural institutions situated within particular historical and cultural contexts. Studies what a festival does; what we can learn from the history of music festivals; how festivals have impacted social, cultural, economic, and aesthetic hierarchies; and what festival organizers consider when making artistic, financial, and administrative decisions. By the end of the semester, successful students should have a comprehensive understanding of both the business and the cultural contexts of music festivals, which they should be able to demonstrate through individual written, multimodal creative, and group assignments.",3
CAMD,MUSI,2235,Copyright in the Creative Industries,0,0,0,0,1,0,0,0,0,0,0,0,0,"Explores the balance of interests at the heart of copyright law, including enhancing the public interest, supporting innovation, and protecting private property rights. Offers students an opportunity to gain an appreciation of the significance of copyright in the structure, operation, and customs of the creative industries. Focuses on the unique character of music-related copyright issues and addresses the music industries’ outsized impact on the development of copyright policy in the United States.",2
CAMD,MUSI,2331,Music Recording 2,0,1,0,0,0,0,0,0,0,0,0,0,0,"Offers students the opportunity to learn additional skills in the recording process, such as material marketing and distribution, contracts and negotiations, and establishing distribution channels. Includes hands-on studio production of record-quality material.",4
CAMD,MUSI,2341,Music Supervision 1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Covers the field of music supervision, which has become an in-demand field due to the increased use of songs in TV shows, films, live events, advertisements, websites, and other forums. Discusses the whole process, from choosing the perfect song/lyric to strategies for securing licensing with artists and publishers. Offers students a hands-on opportunity to make music selections fit a variety of media and also to structure licensing/contract deals for composers, publishers, and record companies. Final project involves networking with Green Line Records and external rights holders to license and place music into a series of scenes and advertisements.",2
CAMD,MUSI,3333,The Record Industry,0,1,0,0,0,0,0,0,0,0,0,0,0,"Examines the domestic and international record industry. Topics include industry structure, business and legal affairs, the recording contract, royalties, manufacturing, distribution, promotion, publicity, advertising, licensing, and piracy. Offers students the opportunity to explore major record labels and independent labels. Addresses the past, present, and future.",3
CAMD,MUSI,3340,Concert Promotion and Venue Management,0,1,0,0,0,1,0,0,0,0,0,0,0,"Provides an in-depth exploration of the principles and practices of concert promotion and venue management. Focuses on areas such as concert promotion, venue advertising, talent buying, contractual requirements, insurance, government regulation, American Society of Composers, Authors, and Publishers (ASCAP)/BMI licenses, personnel management, and concert production and administration.",3
CAMD,MUSI,3341,Music Recording 3—Mixing and Mastering,0,1,0,0,0,0,0,0,0,0,0,0,0,"Covers specific topics relating to the final stages in music recording—mixing and mastering. Discusses criteria for making decisions about levels, equalization, dynamics, time-based effects, and spatial positioning. In-depth listening and analysis are designed to augment hands-on practice using both students’ current recordings and professional recordings from the past forty years.",5
CAMD,MUSI,3351,Music and Social Justice,0,0,0,0,0,0,1,1,0,0,0,0,0,"Introduces theories of ethics, morality, and equality and strategies to advance social justice—to ensure equality and human dignity for all people—through music. Explores the music industry as both a microcosm of society and amplifier of our collective ethics. On stage, on the record, and through direct action, musicians worldwide use their art and renown to serve social movements. Many also face equality and equity challenges within the music industry. As future professionals, students may either challenge or reinforce the injustices they encounter in their professional and personal lives.Through critical discourse on professional ethics in the music business and service-learning projects requiring direct community engagement, seeks to empower students to make a lifelong commitment to ethical decision making and advancing social justice.",5
CAMD,MUSI,3360,Global Music Industries in Context,0,0,0,0,1,0,1,0,0,0,0,0,0,"Offers students an opportunity to obtain the cultural curiosity and adaptive dexterity needed to analyze diverse global music industries in their historical, cultural, economic, and political contexts. Through the labels, scenes, and digital spaces that form the professional settings for today’s global music professionals—explored in course readings, creative case studies, and summative research projects—identifies the many ways in which diverse industries consolidate music production, distribution, and consumption. Students encounter and analyze diverse professional practices and creative products and critique music’s value—financial, social, political, ideological, and personal. In addition, students practice critical reading and observation and identify traditions within the social sciences and cultural criticism that provide valuable theoretical lenses for the interpretation of global music industries in context.",4
CAMD,MUSI,4601,Seminar in Music Industry,0,0,0,0,1,0,0,0,0,0,1,0,1,"Presents a capstone course for music industry students. Offers advanced students the opportunity to explore contemporary events and issues in the music industry. Allows students to reflect upon, distill, and apply knowledge accumulated in prior courses and previous experiential learning. This reflection and application occurs through substantial writing assignments and classroom discussion.",2
CAMD,MUST,1220,Introduction to Music Technology,0,0,0,0,0,1,0,0,0,0,0,0,0,"Provides students with instruction in the use of a computer for composing original music. Topics include MIDI sequencing, digital audio processing, and sound synthesis.",5
CAMD,MUST,2102,Composing with Digital Technologies,0,1,0,0,0,0,0,0,0,0,0,0,0,"Offers students an opportunity to create compositions using a digital audio workstation (DAW) as the principal tool. Standard Western music notation may be used in examples of certain techniques but will not be necessary for the creation of work in the course. Explores various composition topics such as periodicity, form, texture, timbre, and contour in the digital domain. Consists of a number of short composition and listening assignments culminating in the creation of compositions of moderate duration.",4
CAMD,MUST,2320,Sound Design,0,1,0,0,0,0,0,0,0,0,0,0,0,"Instructs students in the art of producing and designing musical accompaniments for a variety of media including film, TV commercials, industrial video, animation, games, theatre, and radio drama. Focuses on abstract thinking regarding sound theory and practice and includes hands-on skills. Restricted to music majors and combined majors; all other students require permission of instructor.",2
CAMD,MUST,2431,Computer Music Fundamentals,0,0,0,1,0,1,0,0,0,0,0,0,0,"Focuses on the creation and implementation of standard time-domain audio synthesis routines and effects, as well as standard frequency-domain processing routines. MaxMSP is the principal programming environment used in the course. Begins with programming protocols, as well as data structures and storage, and list processing in the MaxMSP environment before moving on to standard synthesis and audio processing routines. Examines how the techniques learned in the course can be applied using a variety of synthesis and spectral processing software applications that are standard in the field.",5
CAMD,MUST,3602,Electronics for Music,1,1,0,0,0,0,0,0,0,0,0,0,0,"Introduces analog electronics in the context of audio synthesis and control. Topics include the basics of electronics and analog audio signals; passive components, transistors, operational amplifiers, and sensors; analog audio synthesis, filters, amplification, and modulation; and the basics of hacking and circuit bending. In-class activities center on designing, building, analyzing, and testing sound-emitting circuits.",4
CAMD,MUST,3603,Embedded Audio Programming,1,1,0,0,0,0,0,0,0,0,0,0,0,"Explores embedded computers and their employment for the design of interactive audio applications. Studies how to program audio applications that take advantage of the unique features of these systems, which is accomplished by transferring the coding skills acquired on general-purpose computers to the languages and the programming rationales of embedded hardware. Primarily covers low-latency, real-time audio synthesis/processing, but also offers an in-depth introduction to physical computing, sensors, and simple electronics. Offers students an opportunity to gain experience with the full design-development-test cycle of software and hardware interactive audio technologies through a final project.",2
CAMD,MUST,4610,Composition for Electronic Instruments,0,1,1,0,0,0,0,0,0,0,0,0,0,"Instructs students in the composition of original music for electronic and computer-based instrumentation. Students create music to accompany video, animation, and film, and study suitable methods for creating original music for the Internet.",5
CAMD,THTR,1101,Introduction to Theatre,0,1,1,0,0,0,0,0,0,0,0,0,0,"Reveals the dynamic world of theatre by exploring the artistry, ideas, and techniques of actors, designers, directors, and playwrights. Goes behind the scenes in the study of theory and literature with both in-depth discussions and in-class performances. Includes a survey of significant movements in theatre history and analysis of diverse plays from contemporary drama.",2
CAMD,THTR,1120,Acting 1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Focuses on the development of fundamental performance techniques and various significant acting methodologies needed by an actor to develop stage presence, strengthen the imagination, and increase freedom of expression. Studies, analyzes, and interprets contemporary texts through the performance of monologues and scenes.",5
CAMD,THTR,1125,Improvisation,0,1,0,0,0,0,0,0,0,0,0,0,0,"Introduces theatre improvisation principles through games, exercises, and readings. Offers a playful and rigorous environment for students to respond to unexpected situations with confidence and agility. In this experiential studio course, students participate in group and individual exercises that explore and practice creative impulses, adaptability, risk taking, intuition, and teamwork.",2
CAMD,THTR,1130,Introduction to Acting,0,1,1,0,0,0,0,0,0,0,0,0,0,"Introduces techniques that awaken the creative mind, body, and spirit of the actor. Through theatre games and voice/movement exercises, offers students an opportunity to explore and develop skills used by actors in preparation for a role. Students rehearse and perform scenes from contemporary plays. Design",2
CAMD,THTR,1131,Introduction to Technical Theatre,0,1,0,0,0,0,0,0,0,0,0,0,0,"Surveys the technical and stagecraft skills that are essential knowledge for all theatre professionals. Offers students an opportunity to develop a hands-on understanding of the areas of scenery and costume construction, stage management, props, and lighting. Covers the practical skills needed to participate in the creation, evaluation, and revision of a theatrical production. Coursework includes laboratory-based classes in the department scene shop and costume shop.",4
CAMD,THTR,1150,Dance Performance and History: Modern to Hip Hop,0,1,1,0,0,0,0,0,0,0,0,0,0,"Explores dance as both performance and history, practice, and theory. Examines the ways in which diverse dance genres—such as modern, jazz, American ballet, African-American, and hip-hop—embody ideas about culture, politics, race, and gender. Offers students an opportunity to rehearse and perform dance techniques of various styles and by significant choreographers. Includes research and writing assignments.",5
CAMD,THTR,1180,The Dynamic On-Screen Presenter,0,1,0,0,0,0,0,0,0,0,0,0,0,"Offers students across disciplines the opportunity to enhance the quality of their spoken voice and improve clarity of expression, with specific emphasis on being a dynamic presenter across digital platforms. Focuses on physical and vocal exercises drawn from theatre training and practice, providing tools to release tensions that inhibit the clear communication of thoughts and ideas in professional and interpersonal interactions across in-person and digital modalities. Offers students an opportunity to apply these skills directly to various texts, circumstances, and settings through active participation in spoken, written, and performative work.",4
CAMD,THTR,1215,Activism and Performance,0,0,1,0,0,0,0,1,0,0,0,0,0,"Explores the intersection of theatre, politics, and social transformation by studying and experiencing the work of activist theatre artists in both traditional and nontraditional forms, such as docudrama, ritual, dance, street theatre, and community-generated performance. Examines the texts, theories, and practices of international theatre artists committed to ethical reasoning, social change, peace building, human rights, and community empowerment. Culminates in the creation of an original activist performance.",2
CAMD,THTR,1220,"Race, Power, and Performance",0,0,1,0,0,0,1,0,0,0,0,0,0,"Examines race, power, and privilege in global and national contexts by analyzing plays and theatrical performances as spaces of cultural representation. Analyzes performance as a communicative process for understanding and constituting identity. Students explore how they perform their own lives and racial identities and apply those theories to contemporary drama and performance texts that are read, watched, and created.",4
CAMD,THTR,1230,The Evolution of Fashion and Costume,0,0,1,0,0,0,0,0,0,0,0,0,0,"Traces the evolution of fashion and costume as a global cultural phenomenon. Focuses on the history and meaning of clothing design and the development of style using a non-chronological approach. Fashion does not occur only in Western capitals; it has existed for centuries in every region of the world. Clothing has been used to protect our bodies, establish relationships with others, indicate our status, and express our identities. Through readings, discussions, research, writings, and presentations, offers an opportunity to discover the extraordinary power of fashion and clothing.",2
CAMD,THTR,1235,Fashion and Costume Design in Film and Television,0,0,1,0,0,0,0,0,0,0,0,0,0,"Examines the role of costume and fashion design in media, from the movies of the Golden Age of Hollywood to the latest high-tech motion pictures to the most recent cable miniseries. Studies the history and social contexts of clothing in media, as well as the critical role of fashion in relation to the narrative, i.e., how it enhances the mood and propels the dramatic action of the production. Uses illustrated lectures, critical thinking and writing, and a major experiential component to focus on how/why clothing is worn, how fashion design and costume design intersect, and how we can understand the economic and cultural realities of the twentieth and twenty-first centuries through the shifting trends of fashion.",4
CAMD,THTR,1240,Fashion Industry and Trend Forecasting in Europe,0,0,1,0,0,0,0,0,0,0,0,0,0,"Examines the world of global fashion forecasting with industry professionals in European cities such as London and Paris. Studies how and why global fashion trends are designed, developed, and produced and how economic and cultural realities are revealed through the shifting trends of fashion. Recent developments in business, politics, economics, and culture all have a tremendous impact on trends in fashion. Examines the fashion industry in terms of the five basic pillars of the complex fashion system: cultures of design, production, representation, consumption, and disposal. The course includes illustrated lectures, site visits to couture fashion houses/studios, an experiential component (the global fashion trend presentation), and the development of a class blog dedicated to trends seen by the students on the streets of Europe. Taught abroad.",4
CAMD,THTR,1270,Introduction to Theatrical Design,0,1,1,0,0,0,0,0,0,0,0,0,0,"Introduces the principles of contemporary theatrical design and how to apply the creative process to scenery, costumes, and lighting. Offers students an opportunity to discover how design concepts are developed and relate to each other through research, script analysis, color theory, and visual composition. Seeks to develop the student’s capacity for collaboration and techniques for conceptualizing a play into a multidisciplinary work of art. No theatre experience required.",3
CAMD,THTR,1500,Musical Theatre Performance,0,1,0,0,0,0,0,0,0,0,0,0,0,"Develops an ensemble-based musical theatre showcase. Studies character development, movement and staging, acting, ""acting a song"" technique, and theatre terminology. Offers students an opportunity to work as directors and choreographers. Solo singing and prior experience are welcome but not required. Sessions consist of lectures; discussions; viewings; and, most importantly, studio work.",5
CAMD,THTR,2200,The American Black Theatre Experience,0,0,0,0,0,0,1,0,0,0,0,0,0,"Introduces students to the art of Black theatre and cultivates an appreciation of the local Black theatre scene. Black theatre in the United States has a 200-year history that is important to understand for insight into contemporary Black theatre in the Boston area. Traces the growth of Black theatre from minstrel shows to James Brown’s ""King Shotaway"" in 1823, to William Wells Brown’s ""The Escape"" in 1858, to contemporary performances. Surveys the historical influence of the Harlem Renaissance, World War II, the Ethiopian Art Theatre, the Federal Theatre Project, the Civil Rights Movement, and the Black Arts Repertory Theatre to situate August Wilson, Suzan-Lori Parks, and George Wolfe as heirs to this rich heritage. Includes attendance at local theatre productions.",1
CAMD,THTR,2310,History of Musical Theatre,0,0,1,0,0,0,0,0,0,0,0,0,0,"Traces the creative evolution of the stage musical from its 19th-century origins to current Broadway hits; from popular entertainment to an important theatrical art. Offers students an opportunity to examine this unique and original art form from multiple perspectives—historical, cultural, political, and aesthetic—and to develop insights into the concepts and methods of such pioneering composers, lyricists, and theatre artists as Gilbert and Sullivan, Cole Porter, Rodgers and Hammerstein, Leonard Bernstein, and Stephen Sondheim.",5
CAMD,THTR,2330,Playwriting,0,1,1,0,0,0,0,0,0,0,0,0,0,"Offers a collaborative workshop environment for developing dialogue, scenes, and one-act plays. Analyzes the dramatic techniques of modern masters as well as acclaimed contemporary playwrights. Culminates in the development of original one-act plays and a presentation of workshop scripts by professional actors.",1
CAMD,THTR,2335,Boston Theatre Experience,0,0,1,0,0,0,0,0,0,0,0,0,0,"Offers a comprehensive experiential survey of professional theatre today. Students attend Boston-area productions that reflect a diverse range of styles and aesthetics, with special emphasis on the creation of new plays. Through preparatory readings and lectures, combined with postplay critical assessments (oral and in writing) and interactions with theatre artists (playwrights, actors, directors), offers students an opportunity to examine and discover how to interpret the art of contemporary theatre in the United States, from fringe companies to Broadway, as audience members and aspiring artists.",2
CAMD,THTR,2340,Theatre and Society,0,0,1,0,1,0,0,0,0,0,0,0,0,"Covers several great practitioners of theatre. Focuses on how social behavior influenced the thought and craft of playwrights, actors, directors, designers, and theorists as well as how society was influenced by drama and theatre. Emphasizes how the play’s ideas are translated into performance. Uses video, discussion, and live performance, when possible, as integral elements to the course.",1
CAMD,THTR,2370,Lighting Design,0,1,0,1,0,0,0,0,0,0,0,0,0,"Examines basic principles and practices of stage lighting, including the qualities and functions of light, lighting instruments and controls, use of color and directionality, and script analysis for lighting design elements. Offers students an opportunity to develop foundational skills and practice systematic reasoning in the programming and operation of lighting computer equipment. Through group projects and individual lab work, students create and execute lighting designs. Includes work on electrics crews for university productions.",5
CAMD,THTR,2380,Costume Design,0,1,0,0,0,0,0,0,0,0,0,0,0,"Introduces the fundamentals of costume design and the artistic roles and responsibilities of a costume designer. Working on classical and contemporary texts, students examine the creative steps of the design process, including script analysis, character development, research, and collaboration. Through lectures, discussions, and projects, students create a design concept and communicate it through language and images. Includes experience with drawing and other costume rendering techniques such as painting, collage, and Photoshop.",4
CAMD,THTR,2400,Scenic Design,0,1,0,0,0,0,0,0,0,0,0,0,0,"Introduces the theory and practice of theatrical design and the role of the designer in the production process. Through project work, examines the use of graphics tools—line, form, balance, color, rhythm, and so on—in the development of the design idea. Emphasizes understanding and utilizing spatial relationships; visually expressing conceptual themes; and understanding the various uses, problems, and practical considerations of proscenium, thrust, and arena staging.",2
CAMD,THTR,2500,Breaking the Glass Ceiling: Women in Theatre,0,0,1,0,0,0,1,0,0,0,0,0,0,"Surveys a wide range of dramatic forms, gender theories, and distinct theatrical techniques used by women artists to reveal larger social issues and encourage activism. Examines how the plays’ sociocultural contexts represent female playwrights’ diverse views of identity as well as their cultural, ethnic, racial, and geographical experiences. Identifies how women as artistic leaders are perceived and received by society and the industry. Analyzes why the issue of gender equity in theatre remains unresolved.",5
CAMD,THTR,3100,Creative Storytelling for Social Engagement,0,1,0,0,0,0,0,0,0,0,0,0,0,"Explores the immersive learning process of creating a contemporary living newspaper play by critically examining important social issues or questions; identifying, synthesizing, applying, and revising ideas; and engaging in team-building performative activities. Explores innovative ways to address civic engagement through a culminating workshop production of a treatment for the play.",3
CAMD,THTR,3200,Queer Theatre and Performance,0,0,0,0,0,0,1,0,0,0,0,0,0,"Explores significant dramatic texts that have shaped and expressed the changing nature of LGBTQ identity. Readings, viewings, lectures, and discussion focus on noteworthy queer plays as literature, history, cultural documents, and performance as seen through the lens of contemporary queer theories and knowledge. Analyzing these texts for their relevance to society and our lives, students evaluate and explore a range of topics including sexual identity, gender identity, religious and political views on queerness, the evolution of LGBTQ culture and communities, drag performance, homophobia, assimilation, appropriation, and coming out. Students who do not meet course restrictions may seek permission of instructor.",5
CAMD,THTR,3325,Dramaturgical Inquiry,0,1,1,0,0,0,0,0,0,1,0,0,0,"Designed to develop the analytical skills needed to prepare a play for production. Seeks to help the actor, director, designer, playwright, or dramaturg to communicate what they learn through both artistic processes and discipline-specific writing conventions to make intellectual contributions to the field of theatre and performance studies. The creative practice research process develops the dramaturgical ability to mine a script with an enhanced understanding of its context. Offers students an opportunity to hone the writing skills that communicate research findings for multiple academic, professional, and public audiences.",4
